"NOM_DE_L'EMPLACEMENT","PROVINCE_OU_TERRITOIRE","PÉRIODE_DE_DONNÉES","GROUPE_D'ÉLÉMENTS","ÉLÉMENT_DES_NORMALES","janv.","févr.","mars","avr.","mai","juin","juil.","août","sept.","oct.","nov.","déc.","année","code"
"BAIE-COMEAU","QC","Normales","Vent","Vitesse horaire moyenne du vent (km/h)","15,7","16,0","16,0","15,4","14,3","14,0","13,2","12,8","13,7","14,5","15,2","15,4","14,7","A"
"BAIE-COMEAU","QC","Normales","Vent","Direction dominante du vent","O","O","O","E","E","E","SO","SO","SO","O","O","O","O","A"
"BAIE-COMEAU","QC","Normales","Vent","Jours avec vitesse du vent >= 52 km/h","2,1","1,7","2,1","1,1","","0,72","0,50","0,94","1,1","1,6","","1,8","",""
"BAIE-COMEAU","QC","Normales","Vent","Jours avec vitesse du vent >= 63 km/h","0,53","0,41","0,33","0,38","","0,17","0,06","0,06","0,18","0,42","","0,65","",""
"BAIE-COMEAU","QC","Normales","Vent","Jours avec vitesse des rafales de vent >= 90 km/h","0,10","0,0","0,05","0,0","0,0","0,0","0,0","0,0","0,0","0,04","0,0","0,14","0,33","D"
"BAIE-COMEAU","QC","Normales","Vent","Vitesse extrême du vent (km/h)","59,0","69,0","69,0","61,0","59,0","57,0","59,0","59,0","63,0","67,0","74,0","70,0","",""
"BAIE-COMEAU","QC","Normales","Vent","Vitesse extrême du vent (km/h) (aaaa/mm/jj hh:mi)","1996/01/20 02:00","2016/02/17 03:00","2002/03/10 15:00","2009/04/07 08:00","2002/05/23 18:00","2005/06/20 17:00","2018/07/08 15:00","2001/08/10 14:00","2020/09/30 14:00","2006/10/28 21:00","1995/11/15 14:00","1996/12/08 15:00",""," "
"BAIE-COMEAU","QC","Normales","Vent","Direction de la vitesse extrême du vent","SO","SO","SO","E","SO","SO","SO","O","SO","NE","E","NE","",""
"BAIE-COMEAU","QC","Normales","Vent","Direction de la vitesse extrême du vent (aaaa/mm/jj hh:mi)","1996/01/20 02:00","2016/02/17 03:00","2002/03/10 15:00","2009/04/07 08:00","2002/05/23 18:00","2005/06/20 17:00","2018/07/08 15:00","2001/08/10 14:00","2020/09/30 14:00","2006/10/28 21:00","1995/11/15 14:00","1996/12/08 15:00",""," "
"BAIE-COMEAU","QC","Normales","Vent","Vitesse extrême des rafales de vent (km/h)","96,0","93,0","91,0","85,0","85,0","76,0","91,0","74,0","82,0","93,0","85,0","93,0","",""
"BAIE-COMEAU","QC","Normales","Vent","Vitesse extrême des rafales de vent (km/h) (aaaa/mm/jj)","1996/01/20","2016/02/17","2008/03/09","2013/04/25","1997/05/16","2017/06/11","2018/07/08","1997/08/01","1993/09/15","2006/10/28","2003/11/29","2000/12/18",""," "
"BAIE-COMEAU","QC","Normales","Vent","Direction des rafales de vent extrême","SO","SO","NE","SO","NE","O","SO","O","SO","E","NE","O","",""
"BAIE-COMEAU","QC","Normales","Vent","Direction des rafales de vent extrême (aaaa/mm/jj)","1996/01/20","2016/02/17","2008/03/09","2013/04/25","1997/05/16","2017/06/11","2018/07/08","1997/08/01","1993/09/15","2006/10/28","2003/11/29","2000/12/18",""," "
"BAIE-COMEAU","QC","Long terme","Vent","Vitesse extrême du vent (km/h)","83,0","103,0","78,0","77,0","69,0","64,0","64,0","66,0","71,0","77,0","74,0","80,0","",""
"BAIE-COMEAU","QC","Long terme","Vent","Vitesse extrême du vent (km/h) (aaaa/mm/jj hh:mi)","1987/01/23 08:00","1976/02/02 17:00","1981/03/17 22:00","1975/04/04 07:00","1980/05/21 21:00","1960/06/06 14:00","1968/07/09 13:00","1968/08/15 15:00","1975/09/29 13:00","1976/10/21 16:00","1981/11/21 13:00","1968/12/05 03:00",""," "
"BAIE-COMEAU","QC","Long terme","Vent","Direction de la vitesse extrême du vent","E","SO","E","NE","SO","O","SO","O","SO","E","E","E","",""
"BAIE-COMEAU","QC","Long terme","Vent","Direction de la vitesse extrême du vent (aaaa/mm/jj hh:mi)","1987/01/23 08:00","1976/02/02 17:00","1981/03/17 22:00","1975/04/04 07:00","1980/05/21 21:00","1960/06/06 14:00","1968/07/09 13:00","1968/08/15 15:00","1975/09/29 13:00","1976/10/21 16:00","1981/11/21 13:00","1968/12/05 03:00",""," "
"BAIE-COMEAU","QC","Long terme","Vent","Vitesse extrême des rafales de vent (km/h)","131,0","127,0","117,0","97,0","97,0","89,0","91,0","93,0","89,0","106,0","106,0","121,0","",""
"BAIE-COMEAU","QC","Long terme","Vent","Vitesse extrême des rafales de vent (km/h) (aaaa/mm/jj)","1987/01/23","1976/02/02","1981/03/17","1975/04/04","1971/05/13","1980/06/13","2018/07/08","1968/08/15","1973/09/27","1976/10/10","1967/11/24","1968/12/05",""," "
"BAIE-COMEAU","QC","Long terme","Vent","Direction des rafales de vent extrême","E","O","NE","E","SO","SO","SO","O","SO","E","O","E","",""
"BAIE-COMEAU","QC","Long terme","Vent","Direction des rafales de vent extrême (aaaa/mm/jj)","1987/01/23","1976/02/02","1981/03/17","1975/04/04","1971/05/13","1980/06/13","2018/07/08","1968/08/15","1973/09/27","1976/10/10","1967/11/24","1968/12/05",""," "
"BAIE-COMEAU","QC","Normales","Degrés-jours","Degrés-jours Au-dessus de 24 °C","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","C"
